,train_loss,train_acc,val_loss,val_acc,total_params,total_flops,filters_in_conv1,filters_in_conv2
0,0.009611896428784045,0.99695,0.02446758900417044,0.9927,431080,4586000,20,50
1,0.008535794622187192,0.99705,0.02748750469835577,0.9928,247302,2054800,13,29
2,0.00027760340764477104,0.9999833333333333,0.04396216792637952,0.9926,169738,1072400,8,20
3,0.0006657958440621163,0.99985,0.05634662273268696,0.9909,136082,746000,6,16
4,0.00026875426471233366,0.9999833333333333,0.08213997049448135,0.9908,127530,634000,5,15
